male_male,female_female,male_mixed,female_mixed,highcapture,highcapital,cashtreat,equiptreat,sheno,hourslastweek,inventories,useasusu,wave,finalsales,realfinalprofit,married,educ_years,age,firmage,business_taxnumber,digitspan,expend_health_3months,expend_education_3months,expend_total_3months,trimgroup,timecash,timeequip,timetreat,totalK,control,businesshome,akanspeaker,gaspeaker,everloan,fem,treatment,after
0,0,1,0,1,1,0,1,110201005,102,150,1,6,900,80.4258804321289,1,12,35,4,1,9,0,200,200,NA,0,4,4,1121,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,1,1,0,1,110201005,66,700,1,2,400,18.259719848632813,1,12,35,4,1,9,NA,260,325,NA,0,0,0,1671,FALSE,1,0,1,0,0,1,FALSE
0,0,1,0,1,1,0,1,110201005,102,120,0,5,800,131.8407745361328,1,12,35,4,1,9,0,100,170,NA,0,3,3,1091,FALSE,1,0,1,0,0,1,TRUE
0,0,0,1,0,1,0,0,110201007,0,0,1,3,2500,493.7331848144531,1,14,34,8,1,5,650,200,870,NA,0,0,0,60,TRUE,1,0,0,0,1,0,TRUE
0,0,0,1,0,1,0,0,110201007,0,250,0,4,0,0,1,14,34,8,1,5,350,0,350,NA,0,0,0,310,TRUE,1,0,0,0,1,0,TRUE
0,0,0,1,0,1,0,0,110201007,40,600,0,5,1400,307.6284484863281,1,14,34,8,1,5,300,240,540,NA,0,0,0,660,TRUE,1,0,0,0,1,0,TRUE
0,0,0,1,0,1,0,0,110201007,60,1000,1,6,4800,482.5552673339844,1,14,34,8,1,5,0,360,450,NA,0,0,0,1060,TRUE,1,0,0,0,1,0,TRUE
0,0,0,1,0,1,0,0,110201007,60,200,1,2,2800,730.38873291015625,1,14,34,8,1,5,0,400,450,NA,0,0,0,260,TRUE,1,0,0,0,1,0,FALSE
0,0,1,0,0,1,0,0,110201012,63,80,0,2,1000,182.59718322753906,1,12,28,5,0,6,0,85,235,NA,0,0,0,98,TRUE,1,1,0,0,0,0,FALSE
0,0,1,0,0,1,0,0,110201012,60,200,0,5,2000,175.78768920898438,1,12,28,5,0,6,0,0,90,NA,0,0,0,218,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,0,1,0,0,110201012,60,250,0,6,1900,176.9369354248047,1,12,28,5,0,6,0,150,190,NA,0,0,0,268,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,0,1,0,0,110201012,60,100,0,3,1920,246.86659240722656,1,12,28,5,0,6,15,0,15,NA,0,0,0,118,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,0,1,0,0,110201012,60,200,0,4,1920,174.23304748535156,1,12,28,5,0,6,0,0,0,NA,0,0,0,218,TRUE,1,1,0,0,0,0,TRUE
1,0,0,0,1,0,0,0,110201013,15,500,0,2,50,273.8957824707031,1,9,30,7,0,6,NA,NA,0,NA,0,0,0,966,TRUE,1,0,1,1,0,0,FALSE
1,0,0,0,1,0,0,0,110201013,72,10,0,6,150,48.25552749633789,1,9,30,7,0,6,0,0,0,NA,0,0,0,616,TRUE,1,0,1,1,0,0,TRUE
1,0,0,0,1,0,0,0,110201013,72,0,0,3,440,65.83109283447266,1,9,30,7,0,6,0,0,0,NA,0,0,0,466,TRUE,1,0,1,1,0,0,TRUE
1,0,0,0,1,0,0,0,110201013,0,30,0,5,130,30.762845993041992,1,9,30,7,0,6,0,0,20,NA,0,0,0,496,TRUE,1,0,1,1,0,0,TRUE
1,0,0,0,1,0,0,0,110201013,60,600,0,4,900,87.11652374267578,1,9,30,7,0,6,0,0,0,NA,0,0,0,1066,TRUE,1,0,1,1,0,0,TRUE
0,0,1,0,0,0,1,0,110201014,36,1500,1,4,1250,191.65635681152344,NA,NA,NA,NA,NA,NA,0,0,75,NA,2,0,2,1200,FALSE,0,0,0,0,0,1,TRUE
0,0,1,0,0,0,1,0,110201014,54,400,1,6,1080,160.8517608642578,NA,NA,NA,NA,NA,NA,0,0,150,NA,4,0,4,400,FALSE,0,0,0,0,0,1,TRUE
0,0,1,0,0,0,1,0,110201014,36,750,0,3,1200,164.57772827148438,NA,NA,NA,NA,NA,NA,25,0,25,NA,1,0,1,750,FALSE,0,0,0,0,0,1,TRUE
0,0,1,0,0,0,1,0,110201014,NA,800,0,2,1150,136.94789123535156,NA,NA,NA,NA,NA,NA,0,0,50,NA,0,0,0,800,FALSE,0,0,0,0,0,1,FALSE
0,0,1,0,0,0,1,0,110201014,36,900,0,5,1130,105.47261047363281,NA,NA,NA,NA,NA,NA,7,0,27,NA,3,0,3,900,FALSE,0,0,0,0,0,1,TRUE
0,1,0,0,0,0,0,0,110302401,25,300,1,5,900,26.368152618408203,1,12,36,1,0,6,20,60,130,NA,0,0,0,307.5,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110302401,30,100,1,6,1800,241.2776336669922,1,12,36,1,0,6,0,200,264,NA,0,0,0,107.5,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110302401,50,400,1,2,1500,164.33746337890625,1,12,36,1,0,6,0,0,42,NA,0,0,0,407.5,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,0,0,0,110302401,30,200,0,4,1000,174.23304748535156,1,12,36,1,0,6,0,0,10,NA,0,0,0,207.5,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110302401,50,300,1,3,1030,98.74663543701172,1,12,36,1,0,6,0,0,0,NA,0,0,0,307.5,TRUE,1,0,1,0,1,0,TRUE
0,0,1,0,0,0,0,0,110302407,60,0,0,2,70,36.519439697265625,1,15,38,11,NA,NA,0,10,10,NA,0,0,0,129,TRUE,1,0,1,0,0,0,FALSE
0,0,1,0,0,0,0,0,110302407,20,15,0,6,60,16.085174560546875,1,15,38,11,NA,NA,15,35,50,NA,0,0,0,144,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,0,0,0,0,110302407,45,5,0,5,70,8.789384841918945,1,15,38,11,NA,NA,5,80,135,NA,0,0,0,134,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,0,0,0,0,110302407,84,60,0,3,120,57.60220718383789,1,15,38,11,NA,NA,0,0,0,NA,0,0,0,189,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,0,0,0,0,110302407,72,60,0,4,225,43.55826187133789,1,15,38,11,NA,NA,0,0,0,NA,0,0,0,189,TRUE,1,0,1,0,0,0,TRUE
0,0,1,0,1,0,0,0,110304501,70,80,0,6,400,36.19164276123047,0,9,32,2,0,4,0,0,0,NA,0,0,0,165,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110304501,60,100,0,4,300,130.67478942871094,0,9,32,2,0,4,0,0,0,NA,0,0,0,185,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110304501,60,100,0,5,450,43.946922302246094,0,9,32,2,0,4,0,80,100,NA,0,0,0,185,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110304501,45,0,1,2,200,45.649295806884766,0,9,32,2,0,4,10,5,17,NA,0,0,0,85,TRUE,1,1,0,0,0,0,FALSE
0,0,1,0,1,0,0,0,110304501,45,30,0,3,360,98.74663543701172,0,9,32,2,0,4,0,0,0,NA,0,0,0,115,TRUE,1,1,0,0,0,0,TRUE
1,0,0,0,1,0,0,1,110304502,72,60,0,6,270,176.9369354248047,1,10,47,5,0,4,0,385,720,NA,0,4,4,97.5,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,1,110304502,72,120,0,4,350,148.09808349609375,1,10,47,5,0,4,0,200,417,NA,0,2,2,157.5,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,1,110304502,72,100,0,5,325,193.366455078125,1,10,47,5,0,4,0,240,240,NA,0,3,3,137.5,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,1,110304502,72,24,0,3,200,82.28886413574219,1,10,47,5,0,4,0,260,510,NA,0,1,1,337.5,FALSE,1,1,0,0,0,1,TRUE
1,0,0,0,1,0,0,1,110304502,60,400,0,2,200,136.94789123535156,1,10,47,5,0,4,5,5,22,NA,0,0,0,437.5,FALSE,1,1,0,0,0,1,FALSE
0,1,0,0,1,0,0,0,110304503,60,80,1,3,400,82.28886413574219,1,6,37,16,0,5,0,0,85,NA,0,0,0,113,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,110304503,54,55,1,6,350,80.4258804321289,1,6,37,16,0,5,70,120,250,NA,0,0,0,88,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,110304503,70,70,1,5,600,219.734619140625,1,6,37,16,0,5,12,43,68,NA,0,0,0,103,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,0,0,0,110304503,54,10,1,2,160,246.50621032714844,1,6,37,16,0,5,5,5,22,NA,0,0,0,43,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,1,0,0,0,110304503,70,75,1,4,1100,69.69322204589844,1,6,37,16,0,5,47,25,141,NA,0,0,0,108,TRUE,1,0,1,0,1,0,TRUE
0,0,0,1,0,0,0,0,110304504,66,70,1,3,2400,329.15545654296875,0,10,42,6,0,4,0,0,0,NA,0,0,0,76,TRUE,0,1,0,0,1,0,TRUE
0,0,0,1,0,0,0,0,110304504,50,50,1,4,1530,261.3495788574219,0,10,42,6,0,4,0,0,0,NA,0,0,0,56,TRUE,0,1,0,0,1,0,TRUE
0,0,0,1,0,0,0,0,110304504,50,0,1,2,200,228.24649047851563,0,10,42,6,0,4,NA,250,270,NA,0,0,0,6,TRUE,0,1,0,0,1,0,FALSE
0,0,0,1,0,0,0,0,110304504,NA,NA,NA,6,NA,NA,0,10,42,6,0,4,NA,NA,0,NA,0,0,0,NA,TRUE,0,1,0,0,1,0,TRUE
0,0,0,1,0,0,0,0,110304504,50,80,1,5,1500,175.78768920898438,0,10,42,6,0,4,0,80,160,NA,0,0,0,86,TRUE,0,1,0,0,1,0,TRUE
1,0,0,0,1,1,0,0,110304507,72,350,0,4,1600,348.4660949707031,1,11,30,10,1,5,0,0,0,NA,0,0,0,1560,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110304507,70,500,0,6,1600,176.9369354248047,1,11,30,10,1,5,0,0,50,NA,0,0,0,1710,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110304507,72,400,0,3,2400,411.4443359375,1,11,30,10,1,5,0,40,40,NA,0,0,0,1610,TRUE,0,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110304507,60,0,0,2,200,36.519439697265625,1,11,30,10,1,5,10,5,27,NA,0,0,0,1210,TRUE,0,1,0,0,0,0,FALSE
1,0,0,0,1,1,0,0,110304507,60,400,0,5,1500,175.78768920898438,1,11,30,10,1,5,0,100,350,NA,0,0,0,1610,TRUE,0,1,0,0,0,0,TRUE
0,0,0,1,0,0,0,1,110304508,54,100,0,5,400,96.6832275390625,0,12,40,15,0,6,3,400,433,NA,0,3,3,280,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110304508,42,100,1,3,300,123.43329620361328,0,12,40,15,0,6,0,0,22,NA,0,1,1,130,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110304508,60,110,1,2,51,27.389577865600586,0,12,40,15,0,6,7,25,32,NA,0,0,0,140,FALSE,1,0,1,0,1,1,FALSE
0,0,0,1,0,0,0,1,110304508,48,190,1,4,80,26.13495635986328,0,12,40,15,0,6,NA,11,11,NA,0,2,2,370,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110304508,48,300,1,6,1300,241.2776336669922,0,12,40,15,0,6,0,0,77.5,NA,0,4,4,480,FALSE,1,0,1,0,1,1,TRUE
1,0,0,0,1,0,0,0,110304509,72,130,1,4,240,87.11652374267578,1,6,38,7,0,3,0,0,0,NA,0,0,0,210,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,0,110304509,90,120,1,6,390,32.17034912109375,1,6,38,7,0,3,0,0,0,NA,0,0,0,200,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,0,110304509,84,120,1,3,250,123.43329620361328,1,6,38,7,0,3,0,30,30,NA,0,0,0,200,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,0,110304509,105,200,1,5,350,26.368152618408203,1,6,38,7,0,3,12,40,82,NA,0,0,0,280,TRUE,1,0,1,0,0,0,TRUE
1,0,0,0,1,0,0,0,110304509,60,100,0,2,100,109.55831146240234,1,6,38,7,0,3,3,2,7,NA,0,0,0,180,TRUE,1,0,1,0,0,0,FALSE
0,1,0,0,1,1,0,0,110305405,NA,NA,NA,5,300,52.736305236816406,1,10,25,1,0,5,0,0,290,NA,0,0,0,310,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305405,72,1000,1,4,350,52.26991271972656,1,10,25,1,0,5,0,0,0,NA,0,0,0,360,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305405,72,1020,1,3,450,164.57772827148438,1,10,25,1,0,5,0,0,0,NA,0,0,0,1280,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305405,70,50,1,6,280,40.21294021606445,1,10,25,1,0,5,0,0,0,NA,0,0,0,310,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305405,60,1000,1,2,250,228.24649047851563,1,10,25,1,0,5,NA,5,20,NA,0,0,0,1260,TRUE,1,1,0,0,1,0,FALSE
0,1,0,0,1,1,0,0,110305407,66,40,1,4,900,87.11652374267578,1,7,38,20,0,3,0,0,0,NA,0,0,0,290,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305407,84,65,1,6,500,120.6388168334961,1,7,38,20,0,3,100,0,130,NA,0,0,0,315,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305407,66,60,1,5,500,87.89384460449219,1,7,38,20,0,3,0,30,110,NA,0,0,0,310,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305407,54,30,1,3,900,82.28886413574219,1,7,38,20,0,3,0,30,30,NA,0,0,0,280,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,1,1,0,0,110305407,35,0,1,2,560,54.77915573120117,1,7,38,20,0,3,12,10,39,NA,0,0,0,250,TRUE,1,0,1,0,1,0,FALSE
0,0,1,0,1,0,0,0,110305409,42,1000,0,3,850,65.83109283447266,1,13,52,6,0,6,0,0,0,NA,0,0,0,1000,TRUE,0,0,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110305409,60,1000,0,6,500,36.19164276123047,1,13,52,6,0,6,0,150,150,NA,0,0,0,1000,TRUE,0,0,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110305409,NA,NA,NA,5,NA,NA,1,13,52,6,0,6,0,800,860,NA,0,0,0,1500,TRUE,0,0,0,0,0,0,TRUE
0,0,1,0,1,0,0,0,110305409,42,1000,0,2,100,82.168731689453125,1,13,52,6,0,6,10,5,35,NA,0,0,0,1000,TRUE,0,0,0,0,0,0,FALSE
0,0,1,0,1,0,0,0,110305409,42,800,0,4,630,87.11652374267578,1,13,52,6,0,6,0,400,400,NA,0,0,0,1000,TRUE,0,0,0,0,0,0,TRUE
0,0,0,1,0,0,0,1,110308203,40,250,1,4,150,34.84661102294922,1,8,34,4,0,9,5,0,5,NA,0,2,2,417.5,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110308203,54,0,0,3,20,8.228886604309082,1,8,34,4,0,9,0,100,110,NA,0,1,1,17.5,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110308203,54,5,0,2,60,36.519439697265625,1,8,34,4,0,9,0,150,190,NA,0,0,0,22.5,FALSE,1,0,1,0,1,1,FALSE
0,0,0,1,0,0,0,1,110308203,60,30,0,6,27,8.0425872802734375,1,8,34,4,0,9,5,150,155,NA,0,4,4,197.5,FALSE,1,0,1,0,1,1,TRUE
0,0,0,1,0,0,0,1,110308203,54,30,0,5,0,0,1,8,34,4,0,9,0,160,160,NA,0,3,3,197.5,FALSE,1,0,1,0,1,1,TRUE
1,0,0,0,1,1,0,0,110308205,48,600,0,3,200,24.68665885925293,0,12,23,1,0,6,NA,NA,0,NA,0,0,0,943,TRUE,1,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110308205,48,20,0,2,100,18.259719848632813,0,12,23,1,0,6,NA,NA,15,NA,0,0,0,363,TRUE,1,1,0,0,0,0,FALSE
1,0,0,0,1,1,0,0,110308205,8,300,0,4,150,43.55826187133789,0,12,23,1,0,6,NA,NA,10,NA,0,0,0,643,TRUE,1,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110308205,60,30,0,5,100,17.57876968383789,0,12,23,1,0,6,0,0,27,NA,0,0,0,373,TRUE,1,1,0,0,0,0,TRUE
1,0,0,0,1,1,0,0,110308205,12,40,0,6,110,24.127763748168945,0,12,23,1,0,6,NA,NA,0,NA,0,0,0,383,TRUE,1,1,0,0,0,0,TRUE
0,0,1,0,1,0,1,0,110308207,48,300,0,3,150,82.28886413574219,1,9,30,2,0,5,30,NA,35,NA,1,0,1,390,FALSE,1,1,0,0,0,1,TRUE
0,0,1,0,1,0,1,0,110308207,48,70,0,6,200,80.4258804321289,1,9,30,2,0,5,2,NA,32,NA,4,0,4,160,FALSE,1,1,0,0,0,1,TRUE
0,0,1,0,1,0,1,0,110308207,40,320,0,4,150,87.11652374267578,1,9,30,2,0,5,50,NA,50,NA,2,0,2,410,FALSE,1,1,0,0,0,1,TRUE
0,0,1,0,1,0,1,0,110308207,72,50,0,5,110,43.946922302246094,1,9,30,2,0,5,0,0,96,NA,3,0,3,140,FALSE,1,1,0,0,0,1,TRUE
0,0,1,0,1,0,1,0,110308207,66,350,0,2,100,41.08436584472656,1,9,30,2,0,5,50,NA,90,NA,0,0,0,440,FALSE,1,1,0,0,0,1,FALSE
0,1,0,0,0,0,0,0,110308208,30,40,1,5,200,17.57876968383789,1,10,47,3,0,3,0,0,50,NA,0,0,0,65,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308208,45,30,1,6,230,24.127763748168945,1,10,47,3,0,3,0,0,0,NA,0,0,0,55,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308208,18,0,0,2,36,9.129859924316406,1,10,47,3,0,3,0,0,5,NA,0,0,0,25,TRUE,1,1,0,0,1,0,FALSE
0,1,0,0,0,0,0,0,110308208,48,20,0,3,150,41.144432067871094,1,10,47,3,0,3,0,0,0,NA,0,0,0,45,TRUE,1,1,0,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308208,42,30,1,4,200,17.42330551147461,1,10,47,3,0,3,0,0,0,NA,0,0,0,55,TRUE,1,1,0,0,1,0,TRUE
0,0,1,0,0,1,0,1,110308210,60,450,1,2,1800,319.5450744628906,1,9,35,8,0,4,0,245,295,NA,0,0,0,530,FALSE,0,1,0,1,0,1,FALSE
0,0,1,0,0,1,0,1,110308210,60,1000,1,4,1300,217.7913055419922,1,9,35,8,0,4,140,210,600,NA,0,2,2,1080,FALSE,0,1,0,1,0,1,TRUE
0,0,1,0,0,1,0,1,110308210,54,1200,1,6,800,193.02210998535156,1,9,35,8,0,4,80,300,420,NA,0,4,4,1280,FALSE,0,1,0,1,0,1,TRUE
0,0,1,0,0,1,0,1,110308210,60,800,1,5,1600,351.57537841796875,1,9,35,8,0,4,10,180,270,NA,0,3,3,880,FALSE,0,1,0,1,0,1,TRUE
0,0,1,0,0,1,0,1,110308210,60,900,1,3,1600,246.86659240722656,1,9,35,8,0,4,0,225,315,NA,0,1,1,980,FALSE,0,1,0,1,0,1,TRUE
0,1,0,0,0,0,0,0,110308602,NA,NA,NA,6,NA,NA,0,9,23,1,0,6,NA,NA,0,NA,0,0,0,NA,TRUE,0,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308602,60,12,1,4,30,13.06747817993164,0,9,23,1,0,6,0,0,0,NA,0,0,0,31,TRUE,0,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308602,60,56,0,5,40,17.57876968383789,0,9,23,1,0,6,15,0,52,NA,0,0,0,75,TRUE,0,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308602,60,10,0,3,300,427.902099609375,0,9,23,1,0,6,5,0,5,NA,0,0,0,29,TRUE,0,0,1,0,1,0,TRUE
0,1,0,0,0,0,0,0,110308602,60,10,1,2,60,27.389577865600586,0,9,23,1,0,6,25,0,25,NA,0,0,0,29,TRUE,0,0,1,0,1,0,FALSE
0,1,0,0,0,1,0,0,110308604,0,0,0,4,0,0,1,12,35,7,1,3,0,0,0,NA,0,0,0,1640,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308604,40,50,0,5,570,131.8407745361328,1,12,35,7,1,3,23,200,313,NA,0,0,0,1690,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308604,84,200,1,2,600,246.50621032714844,1,12,35,7,1,3,4,800,939,NA,0,0,0,1840,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,1,0,0,110308604,42,60,1,6,1050,160.8517608642578,1,12,35,7,1,3,8,400,608,NA,0,0,0,1700,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308604,84,150,0,3,550,123.43329620361328,1,12,35,7,1,3,0,270,282,NA,0,0,0,1790,TRUE,1,0,1,0,1,0,TRUE
0,0,1,0,0,1,1,0,110308801,84,4,1,2,160,18.259719848632813,1,9,30,5,1,3,0,0,45,NA,0,0,0,613,FALSE,1,0,1,0,0,1,FALSE
0,0,1,0,0,1,1,0,110308801,60,25,1,3,170,16.457773208618164,1,9,30,5,1,3,0,0,0,NA,1,0,1,754,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,1,1,0,110308801,72,500,0,4,300,87.11652374267578,1,9,30,5,1,3,0,0,0,NA,2,0,2,1229,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,1,1,0,110308801,60,100,1,5,100,52.736305236816406,1,9,30,5,1,3,0,0,610,NA,3,0,3,829,FALSE,1,0,1,0,0,1,TRUE
0,0,1,0,0,1,1,0,110308801,60,50,1,6,140,56.29811477661133,1,9,30,5,1,3,20,0,40,NA,4,0,4,779,FALSE,1,0,1,0,0,1,TRUE
0,1,0,0,0,1,0,0,110308802,NA,NA,NA,5,NA,NA,1,0,35,3,1,0,0,30,35,NA,0,0,0,240,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308802,45,40,1,6,300,36.19164276123047,1,0,35,3,1,0,0,40,80,NA,0,0,0,250,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308802,56,30,0,2,200,82.168731689453125,1,0,35,3,1,0,0,210,290,NA,0,0,0,240,TRUE,1,0,1,0,1,0,FALSE
0,1,0,0,0,1,0,0,110308802,42,20,1,4,200,26.13495635986328,1,0,35,3,1,0,0,0,0,NA,0,0,0,230,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,0,0,110308802,56,100,1,3,400,123.43329620361328,1,0,35,3,1,0,0,0,0,NA,0,0,0,310,TRUE,1,0,1,0,1,0,TRUE
0,1,0,0,0,1,1,0,110308803,48,30,1,2,960,127.81803131103516,1,5,38,0,0,0,15,60,132,NA,0,0,0,340,FALSE,0,0,1,0,1,1,FALSE
