sheno,wave,timetreat,control,cashtreat,equiptreat,realfinalprofit,treatment,treatment_group
110308205,4,0,TRUE,0,0,43.55826187133789,0,Control
110308205,5,0,TRUE,0,0,17.57876968383789,0,Control
110308205,6,0,TRUE,0,0,24.127763748168945,0,Control
110308207,3,1,FALSE,1,0,82.28886413574219,1,Cash
110308207,6,4,FALSE,1,0,80.4258804321289,1,Cash
110308207,4,2,FALSE,1,0,87.11652374267578,1,Cash
110308207,5,3,FALSE,1,0,43.946922302246094,1,Cash
110308207,2,0,FALSE,1,0,41.08436584472656,1,Cash
110308208,5,0,TRUE,0,0,17.57876968383789,0,Control
110308208,6,0,TRUE,0,0,24.127763748168945,0,Control
110308208,2,0,TRUE,0,0,9.129859924316406,0,Control
110308208,3,0,TRUE,0,0,41.144432067871094,0,Control
110308208,4,0,TRUE,0,0,17.42330551147461,0,Control
110308210,2,0,FALSE,0,1,319.5450744628906,1,In-kind
110308210,4,2,FALSE,0,1,217.7913055419922,1,In-kind
110308210,6,4,FALSE,0,1,193.02210998535156,1,In-kind
110308210,5,3,FALSE,0,1,351.57537841796875,1,In-kind
110308210,3,1,FALSE,0,1,246.86659240722656,1,In-kind
110308602,6,0,TRUE,0,0,NA,0,Control
110308602,4,0,TRUE,0,0,13.06747817993164,0,Control
110308602,5,0,TRUE,0,0,17.57876968383789,0,Control
110308602,3,0,TRUE,0,0,427.902099609375,0,Control
110308602,2,0,TRUE,0,0,27.389577865600586,0,Control
110308604,4,0,TRUE,0,0,0,0,Control
110308604,5,0,TRUE,0,0,131.8407745361328,0,Control
110308604,2,0,TRUE,0,0,246.50621032714844,0,Control
110308604,6,0,TRUE,0,0,160.8517608642578,0,Control
110308604,3,0,TRUE,0,0,123.43329620361328,0,Control
110308801,2,0,FALSE,1,0,18.259719848632813,1,Cash
110308801,3,1,FALSE,1,0,16.457773208618164,1,Cash
110308801,4,2,FALSE,1,0,87.11652374267578,1,Cash
110308801,5,3,FALSE,1,0,52.736305236816406,1,Cash
110308801,6,4,FALSE,1,0,56.29811477661133,1,Cash
110308802,5,0,TRUE,0,0,NA,0,Control
110308802,6,0,TRUE,0,0,36.19164276123047,0,Control
110308802,2,0,TRUE,0,0,82.168731689453125,0,Control
110308802,4,0,TRUE,0,0,26.13495635986328,0,Control
110308802,3,0,TRUE,0,0,123.43329620361328,0,Control
110308803,2,0,FALSE,1,0,127.81803131103516,1,Cash
110308803,5,3,FALSE,1,0,52.736305236816406,1,Cash
110308803,3,1,FALSE,1,0,115.20441436767578,1,Cash
110308803,4,2,FALSE,1,0,130.67478942871094,1,Cash
110308803,6,4,FALSE,1,0,217.14987182617188,1,Cash
110308805,4,0,TRUE,0,0,60.9815673828125,0,Control
110308805,3,0,TRUE,0,0,42.79021072387695,0,Control
110308805,5,0,TRUE,0,0,43.946922302246094,0,Control
110308805,6,0,TRUE,0,0,24.127763748168945,0,Control
110308805,2,0,TRUE,0,0,36.519439697265625,0,Control
110308806,4,0,TRUE,0,0,26.13495635986328,0,Control
110308806,2,0,TRUE,0,0,27.389577865600586,0,Control
110308806,5,0,TRUE,0,0,52.736305236816406,0,Control
110308806,3,0,TRUE,0,0,41.144432067871094,0,Control
110308806,6,0,TRUE,0,0,40.21294021606445,0,Control
110308807,6,4,FALSE,0,1,112.59622955322266,1,In-kind
110308807,2,0,FALSE,0,1,63.90901565551758,1,In-kind
110308807,4,2,FALSE,0,1,60.9815673828125,1,In-kind
110308807,5,3,FALSE,0,1,52.736305236816406,1,In-kind
110308807,3,1,FALSE,0,1,49.37331771850586,1,In-kind
110308808,2,0,FALSE,0,1,228.24649047851563,1,In-kind
110308808,5,3,FALSE,0,1,202.1558380126953,1,In-kind
110308808,3,1,FALSE,0,1,123.43329620361328,1,In-kind
110308808,6,4,FALSE,0,1,144.76657104492188,1,In-kind
110308808,4,2,FALSE,0,1,174.23304748535156,1,In-kind
110308809,5,0,TRUE,0,0,219.734619140625,0,Control
110308809,2,0,TRUE,0,0,228.24649047851563,0,Control
110308809,6,0,TRUE,0,0,0,0,Control
110308809,3,0,TRUE,0,0,246.86659240722656,0,Control
110308809,4,0,TRUE,0,0,104.53982543945313,0,Control
110308810,5,0,TRUE,0,0,52.736305236816406,0,Control
110308810,4,0,TRUE,0,0,43.55826187133789,0,Control
110308810,3,0,TRUE,0,0,49.37331771850586,0,Control
110308810,2,0,TRUE,0,0,27.389577865600586,0,Control
110308810,6,0,TRUE,0,0,72.38328552246094,0,Control
110400506,6,4,FALSE,1,0,24.127763748168945,1,Cash
110400506,5,3,FALSE,1,0,35.15753936767578,1,Cash
110400506,4,2,FALSE,1,0,0,1,Cash
110400506,3,1,FALSE,1,0,16.457773208618164,1,Cash
110400506,2,0,FALSE,1,0,13.694788932800293,1,Cash
110402701,5,0,TRUE,0,0,17.57876968383789,0,Control
110402701,2,0,TRUE,0,0,45.649295806884766,0,Control
110402701,6,0,TRUE,0,0,48.25552749633789,0,Control
110402701,4,0,TRUE,0,0,69.69322204589844,0,Control
110402701,3,0,TRUE,0,0,41.144432067871094,0,Control
110402702,4,2,FALSE,0,1,174.23304748535156,1,In-kind
110402702,5,3,FALSE,0,1,527.36309814453125,1,In-kind
110402702,2,0,FALSE,0,1,27.389577865600586,1,In-kind
110402702,3,1,FALSE,0,1,123.43329620361328,1,In-kind
110402702,6,4,FALSE,0,1,321.7035217285156,1,In-kind
110402703,3,1,FALSE,1,0,24.68665885925293,1,Cash
110402703,6,4,FALSE,1,0,48.25552749633789,1,Cash
110402703,4,2,FALSE,1,0,43.55826187133789,1,Cash
110402703,5,3,FALSE,1,0,26.368152618408203,1,Cash
110402703,2,0,FALSE,1,0,18.259719848632813,1,Cash
110402705,4,0,TRUE,0,0,34.84661102294922,0,Control
110402705,2,0,TRUE,0,0,36.519439697265625,0,Control
110402705,6,0,TRUE,0,0,24.127763748168945,0,Control
110402705,5,0,TRUE,0,0,26.368152618408203,0,Control
110402705,3,0,TRUE,0,0,24.68665885925293,0,Control
110402706,6,0,TRUE,0,0,16.085174560546875,0,Control
110402706,5,0,TRUE,0,0,105.47261047363281,0,Control
110402706,3,0,TRUE,0,0,164.57772827148438,0,Control
110402706,2,0,TRUE,0,0,54.77915573120117,0,Control
110402706,4,0,TRUE,0,0,104.53982543945313,0,Control
110402710,5,0,TRUE,0,0,87.89384460449219,0,Control
110402710,6,0,TRUE,0,0,120.6388168334961,0,Control
110402710,2,0,TRUE,0,0,27.389577865600586,0,Control
110402710,4,0,TRUE,0,0,130.67478942871094,0,Control
110402710,3,0,TRUE,0,0,57.60220718383789,0,Control
110402711,6,4,FALSE,0,1,40.21294021606445,1,In-kind
110402711,4,2,FALSE,0,1,60.9815673828125,1,In-kind
110402711,3,1,FALSE,0,1,32.91554641723633,1,In-kind
110402711,5,3,FALSE,0,1,43.946922302246094,1,In-kind
110402711,2,0,FALSE,0,1,13.694788932800293,1,In-kind
110402713,2,0,TRUE,0,0,4.564929962158203,0,Control
110402713,6,0,TRUE,0,0,24.127763748168945,0,Control
110402713,5,0,TRUE,0,0,43.946922302246094,0,Control
110402713,3,0,TRUE,0,0,32.91554641723633,0,Control
110402713,4,0,TRUE,0,0,87.11652374267578,0,Control
110402715,3,0,TRUE,0,0,164.57772827148438,0,Control
110402715,5,0,TRUE,0,0,105.47261047363281,0,Control
110402715,2,0,TRUE,0,0,18.259719848632813,0,Control
110402715,6,0,TRUE,0,0,120.6388168334961,0,Control
110402715,4,0,TRUE,0,0,156.8097381591797,0,Control
110500501,2,0,FALSE,1,0,45.649295806884766,1,Cash
110500501,6,4,FALSE,1,0,48.25552749633789,1,Cash
110500501,3,1,FALSE,1,0,39.498653411865234,1,Cash
110500501,5,3,FALSE,1,0,NA,1,Cash
110500501,4,2,FALSE,1,0,NA,1,Cash
110500502,3,0,TRUE,0,0,213.9510498046875,0,Control
110500502,6,0,TRUE,0,0,112.59622955322266,0,Control
110500502,2,0,TRUE,0,0,NA,0,Control
110500502,5,0,TRUE,0,0,158.20892333984375,0,Control
110500502,4,0,TRUE,0,0,165.52139282226563,0,Control
110500503,4,2,FALSE,1,0,60.9815673828125,1,Cash
110500503,2,0,FALSE,1,0,38.34540939331055,1,Cash
110500503,6,4,FALSE,1,0,80.4258804321289,1,Cash
110500503,5,3,FALSE,1,0,118.65669250488281,1,Cash
110500503,3,1,FALSE,1,0,82.28886413574219,1,Cash
110500505,4,0,TRUE,0,0,43.55826187133789,0,Control
110500505,3,0,TRUE,0,0,NA,0,Control
110500505,5,0,TRUE,0,0,26.368152618408203,0,Control
110500505,2,0,TRUE,0,0,54.77915573120117,0,Control
110500505,6,0,TRUE,0,0,20.106470108032227,0,Control
110500508,4,2,FALSE,0,1,NA,1,In-kind
110500508,3,1,FALSE,0,1,65.83109283447266,1,In-kind
110500508,5,3,FALSE,0,1,70.31507873535156,1,In-kind
110500508,6,4,FALSE,0,1,80.4258804321289,1,In-kind
110500508,2,0,FALSE,0,1,73.03887939453125,1,In-kind
110500509,2,0,TRUE,0,0,155.20761108398438,0,Control
110500509,5,0,TRUE,0,0,307.6284484863281,0,Control
110500509,4,0,TRUE,0,0,158.5520782470703,0,Control
110500509,6,0,TRUE,0,0,144.76657104492188,0,Control
110500509,3,0,TRUE,0,0,148.1199493408203,0,Control
110500510,5,0,TRUE,0,0,70.31507873535156,0,Control
110500510,3,0,TRUE,0,0,55.95642852783203,0,Control
110500510,6,0,TRUE,0,0,72.38328552246094,0,Control
110500510,2,0,TRUE,0,0,NA,0,Control
110500510,4,0,TRUE,0,0,59.239234924316406,0,Control
110534103,4,0,TRUE,0,0,174.23304748535156,0,Control
110534103,2,0,TRUE,0,0,228.24649047851563,0,Control
110534103,6,0,TRUE,0,0,80.4258804321289,0,Control
110534103,3,0,TRUE,0,0,205.72216796875,0,Control
110534103,5,0,TRUE,0,0,17.57876968383789,0,Control
110534104,4,0,TRUE,0,0,60.9815673828125,0,Control
110534104,6,0,TRUE,0,0,24.127763748168945,0,Control
110534104,5,0,TRUE,0,0,8.789384841918945,0,Control
110534104,3,0,TRUE,0,0,82.28886413574219,0,Control
110534104,2,0,TRUE,0,0,91.29859161376953,0,Control
110534106,2,0,TRUE,0,0,45.649295806884766,0,Control
110534106,3,0,TRUE,0,0,57.60220718383789,0,Control
110534106,5,0,TRUE,0,0,57.13100051879883,0,Control
110534106,6,0,TRUE,0,0,80.4258804321289,0,Control
110534106,4,0,TRUE,0,0,104.53982543945313,0,Control
110534301,4,2,FALSE,1,0,191.65635681152344,1,Cash
110534301,5,3,FALSE,1,0,219.734619140625,1,Cash
110534301,3,1,FALSE,1,0,41.144432067871094,1,Cash
110534301,2,0,FALSE,1,0,4.564929962158203,1,Cash
110534301,6,4,FALSE,1,0,0,1,Cash
110534306,2,0,TRUE,0,0,18.259719848632813,0,Control
110534306,3,0,TRUE,0,0,27.978214263916016,0,Control
110534306,4,0,TRUE,0,0,47.91408920288086,0,Control
110534306,5,0,TRUE,0,0,43.946922302246094,0,Control
110534306,6,0,TRUE,0,0,40.21294021606445,0,Control
110534307,6,4,FALSE,1,0,40.21294021606445,1,Cash
110534307,5,3,FALSE,1,0,52.736305236816406,1,Cash
110534307,2,0,FALSE,1,0,9.129859924316406,1,Cash
110534307,3,1,FALSE,1,0,8.228886604309082,1,Cash
110534307,4,2,FALSE,1,0,43.55826187133789,1,Cash
110534309,5,3,FALSE,1,0,26.368152618408203,1,Cash
110534309,4,2,FALSE,1,0,46.171756744384766,1,Cash
110534309,2,0,FALSE,1,0,9.129859924316406,1,Cash
110534309,6,4,FALSE,1,0,24.127763748168945,1,Cash
110534309,3,1,FALSE,1,0,32.91554641723633,1,Cash
110601201,6,0,TRUE,0,0,40.21294021606445,0,Control
110601201,5,0,TRUE,0,0,61.525691986083984,0,Control
110601201,2,0,TRUE,0,0,45.649295806884766,0,Control
110601201,3,0,TRUE,0,0,82.28886413574219,0,Control
110601201,4,0,TRUE,0,0,17.42330551147461,0,Control
110601202,6,4,FALSE,0,1,201.064697265625,1,In-kind
110601202,5,3,FALSE,0,1,175.78768920898438,1,In-kind
110601202,2,0,FALSE,0,1,109.55831146240234,1,In-kind
110601202,3,1,FALSE,0,1,123.43329620361328,1,In-kind
110601202,4,2,FALSE,0,1,130.67478942871094,1,In-kind
110601204,3,0,TRUE,0,0,41.144432067871094,0,Control
110601204,4,0,TRUE,0,0,NA,0,Control
110601204,5,0,TRUE,0,0,43.946922302246094,0,Control
110601204,6,0,TRUE,0,0,40.21294021606445,0,Control
110601204,2,0,TRUE,0,0,27.389577865600586,0,Control
110601205,2,0,FALSE,1,0,273.8957824707031,1,Cash
110601205,4,2,FALSE,1,0,87.11652374267578,1,Cash
110601205,3,1,FALSE,1,0,205.72216796875,1,Cash
110601205,6,4,FALSE,1,0,96.51105499267578,1,Cash
110601205,5,3,FALSE,1,0,131.8407745361328,1,Cash
110601208,6,0,TRUE,0,0,241.2776336669922,0,Control
110601208,4,0,TRUE,0,0,87.11652374267578,0,Control
110601208,2,0,TRUE,0,0,109.55831146240234,0,Control
110601208,5,0,TRUE,0,0,263.6815490722656,0,Control
110601208,3,0,TRUE,0,0,123.43329620361328,0,Control
110601209,6,0,TRUE,0,0,56.29811477661133,0,Control
110601209,4,0,TRUE,0,0,113.25148010253906,0,Control
110601209,3,0,TRUE,0,0,82.28886413574219,0,Control
110601209,5,0,TRUE,0,0,87.89384460449219,0,Control
110601209,2,0,TRUE,0,0,109.55831146240234,0,Control
110601211,4,0,TRUE,0,0,156.8097381591797,0,Control
110601211,5,0,TRUE,0,0,219.734619140625,0,Control
110601211,6,0,TRUE,0,0,NA,0,Control
110601211,2,0,TRUE,0,0,164.33746337890625,0,Control
110601211,3,0,TRUE,0,0,123.43329620361328,0,Control
110601214,2,0,FALSE,0,1,54.77915573120117,1,In-kind
110601214,4,2,FALSE,0,1,174.23304748535156,1,In-kind
110601214,3,1,FALSE,0,1,82.28886413574219,1,In-kind
110601214,6,4,FALSE,0,1,120.6388168334961,1,In-kind
110601214,5,3,FALSE,0,1,175.78768920898438,1,In-kind
110601601,3,0,TRUE,0,0,164.57772827148438,0,Control
110601601,2,0,TRUE,0,0,273.8957824707031,0,Control
110601601,4,0,TRUE,0,0,261.3495788574219,0,Control
110601601,6,0,TRUE,0,0,0,0,Control
110601601,5,0,TRUE,0,0,439.46923828125,0,Control
110601602,6,0,TRUE,0,0,64.3406982421875,0,Control
110601602,3,0,TRUE,0,0,82.28886413574219,0,Control
110601602,4,0,TRUE,0,0,174.23304748535156,0,Control
110601602,5,0,TRUE,0,0,70.31507873535156,0,Control
110601602,2,0,TRUE,0,0,54.77915573120117,0,Control
110601605,6,4,FALSE,0,1,160.8517608642578,1,In-kind
110601605,4,2,FALSE,0,1,52.26991271972656,1,In-kind
110601605,3,1,FALSE,0,1,49.37331771850586,1,In-kind
110601605,5,3,FALSE,0,1,87.89384460449219,1,In-kind
110601605,2,0,FALSE,0,1,91.29859161376953,1,In-kind
110601607,3,0,TRUE,0,0,98.74663543701172,0,Control
110601607,6,0,TRUE,0,0,120.6388168334961,0,Control
110601607,2,0,TRUE,0,0,182.59718322753906,0,Control
110601607,4,0,TRUE,0,0,139.38644409179688,0,Control
110601607,5,0,TRUE,0,0,158.20892333984375,0,Control
110601608,3,0,TRUE,0,0,82.28886413574219,0,Control
110601608,6,0,TRUE,0,0,201.064697265625,0,Control
110601608,2,0,TRUE,0,0,91.29859161376953,0,Control
110601608,5,0,TRUE,0,0,237.31338500976563,0,Control
110601608,4,0,TRUE,0,0,261.3495788574219,0,Control
110700302,6,0,TRUE,0,0,56.29811477661133,0,Control
110700302,4,0,TRUE,0,0,69.69322204589844,0,Control
110700302,2,0,TRUE,0,0,73.03887939453125,0,Control
110700302,3,0,TRUE,0,0,NA,0,Control
110700302,5,0,TRUE,0,0,70.31507873535156,0,Control
110700304,6,0,TRUE,0,0,NA,0,Control
110700304,5,0,TRUE,0,0,NA,0,Control
110700304,3,0,TRUE,0,0,205.72216796875,0,Control
110700304,2,0,TRUE,0,0,18.259719848632813,0,Control
110700304,4,0,TRUE,0,0,NA,0,Control
110700305,4,0,TRUE,0,0,87.11652374267578,0,Control
110700305,5,0,TRUE,0,0,105.47261047363281,0,Control
110700305,2,0,TRUE,0,0,365.1943664550781,0,Control
110700305,3,0,TRUE,0,0,123.43329620361328,0,Control
110700305,6,0,TRUE,0,0,NA,0,Control
110701603,6,4,FALSE,1,0,23.323503494262695,1,Cash
110701603,3,1,FALSE,1,0,8.228886604309082,1,Cash
110701603,2,0,FALSE,1,0,18.259719848632813,1,Cash
110701603,5,3,FALSE,1,0,36.9154167175293,1,Cash
110701603,4,2,FALSE,1,0,33.4527473449707,1,Cash
110701605,2,0,TRUE,0,0,273.8957824707031,0,Control
110701605,3,0,TRUE,0,0,181.03550720214844,0,Control
110701605,4,0,TRUE,0,0,156.8097381591797,0,Control
110701605,6,0,TRUE,0,0,64.3406982421875,0,Control
110701605,5,0,TRUE,0,0,123.05138397216797,0,Control
110701606,3,1,FALSE,1,0,51.841983795166016,1,Cash
110701606,4,2,FALSE,1,0,74.049041748046875,1,Cash
110701606,5,3,FALSE,1,0,0,1,Cash
110701606,2,0,FALSE,1,0,91.29859161376953,1,Cash
110701606,6,4,FALSE,1,0,64.3406982421875,1,Cash
110701607,6,0,TRUE,0,0,24.127763748168945,0,Control
110701607,4,0,TRUE,0,0,43.55826187133789,0,Control
110701607,5,0,TRUE,0,0,17.57876968383789,0,Control
110701607,3,0,TRUE,0,0,41.144432067871094,0,Control
110701607,2,0,TRUE,0,0,36.519439697265625,0,Control
110701608,3,0,TRUE,0,0,6.583109378814697,0,Control
110701608,5,0,TRUE,0,0,13.184076309204102,0,Control
110701608,2,0,TRUE,0,0,54.77915573120117,0,Control
110701608,6,0,TRUE,0,0,24.127763748168945,0,Control
110701608,4,0,TRUE,0,0,52.26991271972656,0,Control
110701609,3,0,TRUE,0,0,82.28886413574219,0,Control
110701609,5,0,TRUE,0,0,175.78768920898438,0,Control
110701609,2,0,TRUE,0,0,73.03887939453125,0,Control
110701609,4,0,TRUE,0,0,121.963134765625,0,Control
110701609,6,0,TRUE,0,0,128.681396484375,0,Control
110701610,5,0,TRUE,0,0,17.57876968383789,0,Control
110701610,3,0,TRUE,0,0,8.228886604309082,0,Control
110701610,2,0,TRUE,0,0,9.129859924316406,0,Control
110701610,4,0,TRUE,0,0,17.42330551147461,0,Control
110701610,6,0,TRUE,0,0,24.127763748168945,0,Control
110701611,2,0,FALSE,0,1,91.29859161376953,1,In-kind
110701611,5,3,FALSE,0,1,87.89384460449219,1,In-kind
110701611,4,2,FALSE,0,1,104.53982543945313,1,In-kind
110701611,6,4,FALSE,0,1,96.51105499267578,1,In-kind
110701611,3,1,FALSE,0,1,82.28886413574219,1,In-kind
110701612,2,0,FALSE,0,1,39.71488952636719,1,In-kind
110701612,4,2,FALSE,0,1,7.840487003326416,1,In-kind
110701612,6,4,FALSE,0,1,6.434070110321045,1,In-kind
110701612,3,1,FALSE,0,1,6.583109378814697,1,In-kind
110701612,5,3,FALSE,0,1,12.30513858795166,1,In-kind
110701613,3,0,TRUE,0,0,51.01909637451172,0,Control
110701613,6,0,TRUE,0,0,32.17034912109375,0,Control
110701613,4,0,TRUE,0,0,74.049041748046875,0,Control
110701613,5,0,TRUE,0,0,166.99830627441406,0,Control
110701613,2,0,TRUE,0,0,27.389577865600586,0,Control
110701701,2,0,TRUE,0,0,18.259719848632813,0,Control
110701701,6,0,TRUE,0,0,0,0,Control
110701701,5,0,TRUE,0,0,48.34161376953125,0,Control
110701701,3,0,TRUE,0,0,12.343329429626465,0,Control
110701701,4,0,TRUE,0,0,34.84661102294922,0,Control
110701702,6,0,TRUE,0,0,NA,0,Control
110701702,4,0,TRUE,0,0,304.9078369140625,0,Control
110701702,5,0,TRUE,0,0,131.8407745361328,0,Control
110701702,2,0,TRUE,0,0,136.94789123535156,0,Control
110701702,3,0,TRUE,0,0,123.43329620361328,0,Control
110701703,6,4,FALSE,0,1,361.91644287109375,1,In-kind
110701703,4,2,FALSE,0,1,304.9078369140625,1,In-kind
110701703,2,0,FALSE,0,1,365.1943664550781,1,In-kind
110701703,3,1,FALSE,0,1,288.0110168457031,1,In-kind
110701703,5,3,FALSE,0,1,615.25689697265625,1,In-kind
110701708,4,0,TRUE,0,0,130.67478942871094,0,Control
110701708,2,0,TRUE,0,0,164.33746337890625,0,Control
110701708,3,0,TRUE,0,0,57.60220718383789,0,Control
110701708,6,0,TRUE,0,0,NA,0,Control
110701708,5,0,TRUE,0,0,140.63015747070313,0,Control
110706001,5,3,FALSE,1,0,61.525691986083984,1,Cash
110706001,2,0,FALSE,1,0,109.55831146240234,1,Cash
110706001,6,4,FALSE,1,0,12.063881874084473,1,Cash
110706001,3,1,FALSE,1,0,123.43329620361328,1,Cash
110706001,4,2,FALSE,1,0,62.72389602661133,1,Cash
110706002,5,3,FALSE,0,1,26.368152618408203,1,In-kind
