locality_identifier,household_identifier,treatment_locality,promotion_locality,eligible,enrolled,enrolled_rp,poverty_index,round,health_expenditures,age_hh,age_sp,educ_hh,educ_sp,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,hospital_distance,hospital
34,138,1,1,1,1,1,49.84543991088867,0,7.860076904296875,33,31,0,4,0,1,7,1,0,1,163.841865005557,0
34,140,1,1,1,1,1,56.64605712890625,1,4.100892066955566,57,51,0,0,0,1,6,1,1,2,163.841865005557,0
34,140,1,1,1,1,1,56.64605712890625,0,12.533710479736328,56,50,0,0,0,1,6,1,1,2,163.841865005557,0
34,141,1,1,1,1,1,54.44358444213867,0,8.835577964782715,31,29,2,0,0,1,7,1,1,1,163.841865005557,0
34,141,1,1,1,1,1,54.44358444213867,1,0,32,30,2,0,0,1,7,1,1,1,163.841865005557,0
34,144,1,1,1,1,1,55.409584045410156,0,10.11074161529541,27,28,1,0,0,1,6,1,0,1,163.841865005557,0
34,144,1,1,1,1,1,55.409584045410156,1,2.49296498298645,28,30,1,0,0,1,6,1,0,1,163.841865005557,0
34,147,1,1,1,1,1,52.39567184448242,1,0,34,33,6,6,0,1,8,1,0,0,163.841865005557,0
34,147,1,1,1,1,1,52.39567184448242,0,6.666573524475098,33,32,6,6,0,1,8,1,0,0,163.841865005557,0
34,150,1,1,1,1,1,50.73415756225586,1,0.2659704089164734,33,28,4,0,0,1,7,1,0,1,163.841865005557,0
34,150,1,1,1,1,1,50.73415756225586,0,8.464552879333496,32,27,4,0,0,1,7,1,0,1,163.841865005557,0
34,153,1,1,1,1,1,57.80525588989258,1,3.7528927326202393,36,33,0,0,0,1,5,1,0,1,163.841865005557,0
34,153,1,1,1,1,1,57.80525588989258,0,12.182022094726563,35,32,0,0,0,1,5,1,0,1,163.841865005557,0
34,155,1,1,1,1,1,56.105098724365234,1,11.99039363861084,76,41,0,2,0,1,1,1,0,0,163.841865005557,0
34,155,1,1,1,1,1,56.105098724365234,0,25.116493225097656,75,41,0,2,0,1,1,1,0,0,163.841865005557,0
34,158,1,1,1,1,1,56.25965881347656,0,13.152552604675293,35,20,0,6,0,1,4,1,0,0,163.841865005557,0
34,158,1,1,1,1,1,56.25965881347656,1,1.2967913150787354,36,21,0,6,0,1,4,1,0,0,163.841865005557,0
34,162,1,1,1,1,1,54.559505462646484,0,10.552389144897461,23,25,0,6,0,1,5,1,0,1,163.841865005557,0
34,162,1,1,1,1,1,54.559505462646484,1,0,24,26,0,6,0,1,5,1,0,1,163.841865005557,0
34,163,1,1,1,1,1,56.25965881347656,1,1.5776474475860596,27,31,0,0,0,1,4,1,0,1,163.841865005557,0
34,163,1,1,1,1,1,56.25965881347656,0,13.268101692199707,26,30,0,0,0,1,4,1,0,1,163.841865005557,0
34,168,1,1,1,1,1,55.22951889038086,1,0.8013307452201843,40,40,0,0,0,1,8,0,0,1,163.841865005557,0
34,168,1,1,1,1,1,55.22951889038086,0,9.282200813293457,39,39,0,0,0,1,8,0,0,1,163.841865005557,0
34,169,1,1,1,1,1,54.404945373535156,0,17.297693252563477,37,38,0,0,0,1,4,0,0,1,163.841865005557,1
34,169,1,1,1,1,1,54.404945373535156,1,0,38,39,0,0,0,1,4,0,0,1,163.841865005557,0
34,173,1,1,1,1,0,54.0958251953125,1,0,35,32,5,5,0,1,5,0,1,1,163.841865005557,1
34,173,1,1,1,1,0,54.0958251953125,0,15.863364219665527,33,31,5,5,0,1,5,0,1,1,163.841865005557,0
34,182,1,1,1,1,1,54.52086639404297,0,9.085542678833008,46,36,0,0,0,1,7,1,0,1,163.841865005557,0
34,182,1,1,1,1,1,54.52086639404297,1,0,47,37,0,0,0,1,7,1,0,1,163.841865005557,0
34,184,1,1,1,1,1,57.841575622558594,1,0,60,58,0,0,0,1,6,1,0,0,163.841865005557,0
34,184,1,1,1,1,1,57.841575622558594,0,11.941473007202148,59,57,0,0,0,1,6,1,0,0,163.841865005557,0
34,185,1,1,1,1,1,53.490726470947266,1,2.884870767593384,63,62,0,0,0,1,8,1,1,2,163.841865005557,0
34,185,1,1,1,1,1,53.490726470947266,0,8.54228687286377,62,61,0,0,0,1,8,1,1,2,163.841865005557,0
34,192,1,1,1,1,1,52.55023193359375,0,7.356200218200684,26,31,0,0,0,1,7,1,0,2,163.841865005557,0
34,192,1,1,1,1,1,52.55023193359375,1,0.3641130328178406,27,32,0,0,0,1,7,1,0,2,163.841865005557,0
34,195,1,1,1,1,0,54.404945373535156,0,13.773927688598633,31,41,3,2,0,1,5,1,0,2,163.841865005557,0
34,195,1,1,1,1,0,54.404945373535156,1,7.066191673278809,32,42,3,2,0,1,5,1,0,2,163.841865005557,0
34,198,1,1,1,1,1,55.5255012512207,1,0,78,68,0,0,0,1,9,1,0,4,163.841865005557,1
34,198,1,1,1,1,1,55.5255012512207,0,6.499779224395752,77,67,0,0,0,1,9,1,0,4,163.841865005557,0
34,199,1,1,1,1,1,50.772796630859375,0,6.800156593322754,42,33,0,0,0,1,8,1,0,2,163.841865005557,0
34,199,1,1,1,1,1,50.772796630859375,1,0,43,34,0,0,0,1,8,1,0,2,163.841865005557,0
34,201,1,1,1,1,1,50.540958404541016,0,10.971595764160156,65,35,0,3,1,1,6,1,0,1,163.841865005557,0
34,201,1,1,1,1,1,50.540958404541016,1,0.5608322024345398,66,36,0,3,1,1,6,1,0,1,163.841865005557,0
34,203,1,1,1,1,1,54.327667236328125,0,13.345710754394531,30,28,9,9,0,1,6,0,1,1,163.841865005557,0
34,203,1,1,1,1,1,54.327667236328125,1,1.9512121677398682,31,29,9,9,0,1,6,0,1,1,163.841865005557,0
34,209,1,1,1,1,1,49.92272186279297,0,14.052595138549805,55,52,0,0,0,1,5,1,0,1,163.841865005557,0
34,209,1,1,1,1,1,49.92272186279297,1,6.588775634765625,56,53,0,0,0,1,5,1,0,1,163.841865005557,0
34,213,1,1,1,1,1,56.25965881347656,0,11.680901527404785,49,48,0,0,0,1,6,1,0,1,163.841865005557,0
34,213,1,1,1,1,1,56.25965881347656,1,0,50,49,0,0,0,1,6,1,0,1,163.841865005557,0
34,214,1,1,1,1,1,51.54559326171875,0,12.99987506866455,46,36,6,2,0,1,7,0,1,1,163.841865005557,0
34,214,1,1,1,1,1,51.54559326171875,1,0,47,37,6,2,0,1,7,0,1,1,163.841865005557,0
34,219,1,1,1,1,1,55.27048110961914,0,9.63659381866455,77,72,0,0,0,1,7,1,0,0,163.841865005557,0
34,219,1,1,1,1,1,55.27048110961914,1,4.019115447998047,78,73,0,0,0,1,7,1,0,0,163.841865005557,0
34,221,1,1,1,1,1,54.791343688964844,1,0.10262413322925568,43,33,0,0,0,1,8,1,0,1,163.841865005557,0
34,221,1,1,1,1,1,54.791343688964844,0,6.559105396270752,42,32,0,0,0,1,8,1,0,1,163.841865005557,0
34,225,1,1,1,1,1,53.63214874267578,0,15.119019508361816,41,41,0,0,0,1,4,1,0,1,163.841865005557,0
34,225,1,1,1,1,1,53.63214874267578,1,8.30574893951416,42,42,0,0,0,1,4,1,0,1,163.841865005557,0
34,226,1,1,1,1,1,52.39567184448242,1,5.333553314208984,26,24,5,5,0,1,5,0,0,1,163.841865005557,0
34,226,1,1,1,1,1,52.39567184448242,0,14.17968463897705,25,23,5,5,0,1,5,0,0,1,163.841865005557,0
34,228,1,1,1,1,0,54.94590377807617,0,13.873027801513672,25,22,5,4,0,1,4,1,1,1,163.841865005557,0
34,228,1,1,1,1,0,54.94590377807617,1,3.1911919116973877,26,23,5,4,0,1,4,1,1,1,163.841865005557,0
34,229,1,1,1,1,1,51.15919494628906,1,3.2864840030670166,31,25,5,3,0,1,6,0,1,1,163.841865005557,0
34,229,1,1,1,1,1,51.15919494628906,0,13.031560897827148,30,24,5,3,0,1,6,0,1,1,163.841865005557,0
34,230,1,1,1,1,1,52.70479202270508,1,8.460564613342285,42,37,0,0,0,1,7,1,0,2,163.841865005557,0
34,230,1,1,1,1,1,52.70479202270508,0,8.93946361541748,41,36,0,0,0,1,7,1,0,2,163.841865005557,0
34,235,1,1,1,1,1,54.86862564086914,0,12.657200813293457,25,25,6,6,0,1,6,0,0,3,163.841865005557,0
34,235,1,1,1,1,1,54.86862564086914,1,1.6847174167633057,27,26,6,6,0,1,6,0,0,3,163.841865005557,0
46,241,1,1,1,1,1,52.55023193359375,0,12.540274620056152,23,20,0,6,0,1,4,1,0,3,132.00149440312714,0
46,241,1,1,1,1,1,52.55023193359375,1,2.987306833267212,24,20,0,6,0,1,4,1,0,3,132.00149440312714,0
46,243,1,1,1,1,1,54.25038528442383,1,15.156874656677246,23,26,6,6,1,0,4,1,0,0,132.00149440312714,0
46,243,1,1,1,1,1,54.25038528442383,0,15.030312538146973,22,25,6,6,1,0,4,1,0,0,132.00149440312714,0
46,246,1,1,1,1,1,57.88253402709961,0,18.652061462402344,25,19,6,6,0,0,3,1,1,3,132.00149440312714,0
46,246,1,1,1,1,1,57.88253402709961,1,0,27,21,6,6,0,0,3,1,1,3,132.00149440312714,0
46,249,1,1,1,1,1,46.36785125732422,0,9.709813117980957,32,29,6,6,0,0,8,1,1,2,132.00149440312714,0
46,249,1,1,1,1,1,46.36785125732422,1,0,33,30,6,6,0,0,8,1,1,2,132.00149440312714,0
46,252,1,1,1,1,1,56.33694076538086,1,0,33,32,2,0,0,0,5,1,0,1,132.00149440312714,0
46,252,1,1,1,1,1,56.33694076538086,0,15.537894248962402,32,32,2,0,0,0,5,1,0,1,132.00149440312714,0
46,260,1,1,1,1,1,54.48222732543945,1,7.956046104431152,41,31,3,3,0,0,6,1,0,3,132.00149440312714,0
46,260,1,1,1,1,1,54.48222732543945,0,14.398895263671875,40,30,3,3,0,0,6,1,0,3,132.00149440312714,0
46,263,1,1,1,1,1,55.33230209350586,0,17.322586059570313,20,20,5,5,0,0,3,1,0,0,132.00149440312714,0
46,263,1,1,1,1,1,55.33230209350586,1,11.520031929016113,21,21,5,5,0,0,3,1,0,0,132.00149440312714,0
46,265,1,1,1,1,1,53.70942687988281,1,3.989687204360962,51,42,2,0,0,0,5,1,0,2,132.00149440312714,0
46,265,1,1,1,1,1,53.70942687988281,0,17.45336151123047,50,42,2,0,0,0,5,1,0,2,132.00149440312714,0
46,266,1,1,1,1,1,42.10200881958008,1,0,42,32,0,0,0,0,8,1,0,1,132.00149440312714,0
46,266,1,1,1,1,1,42.10200881958008,0,9.134044647216797,42,31,0,0,0,0,8,1,0,1,132.00149440312714,0
46,268,1,1,1,1,1,39.799072265625,1,0.7840263247489929,34,32,5,1,0,0,8,1,0,1,132.00149440312714,0
46,268,1,1,1,1,1,39.799072265625,0,9.424698829650879,33,31,5,1,0,0,8,1,0,1,132.00149440312714,1
46,270,1,1,1,1,1,51.23647689819336,0,12.67431926727295,27,27,2,0,0,0,6,1,0,1,132.00149440312714,0
46,270,1,1,1,1,1,51.23647689819336,1,0,28,28,2,0,0,0,6,1,0,1,132.00149440312714,0
46,271,1,1,1,1,1,56.105098724365234,0,16.846832275390625,28,24,6,6,0,0,4,1,0,2,132.00149440312714,0
46,271,1,1,1,1,1,56.105098724365234,1,2.2110188007354736,29,25,6,6,0,0,4,1,0,2,132.00149440312714,0
50,276,1,1,1,1,1,52.70479202270508,0,17.40626335144043,42,32,0,0,0,0,4,1,0,1,132.77232218813495,0
50,276,1,1,1,1,1,52.70479202270508,1,16.79076385498047,43,33,0,0,0,0,4,1,0,1,132.77232218813495,1
50,278,1,1,1,1,1,53.78670883178711,1,4.921339988708496,52,41,0,2,1,0,5,1,0,1,132.77232218813495,0
50,278,1,1,1,1,1,53.78670883178711,0,18.24424171447754,51,41,0,2,1,0,5,1,0,1,132.77232218813495,0
80,280,1,1,1,1,1,48.119781494140625,0,10.559991836547852,42,40,2,0,0,0,8,1,0,1,130.47840098352972,0
80,280,1,1,1,1,1,48.119781494140625,1,0.9847862124443054,43,41,2,0,0,0,8,1,0,1,130.47840098352972,0
80,281,1,1,1,1,1,48.42890167236328,0,17.826719284057617,60,57,2,0,0,0,5,1,0,1,130.47840098352972,0
80,281,1,1,1,1,1,48.42890167236328,1,1.7904236316680908,61,58,2,0,0,0,5,1,0,1,130.47840098352972,0
80,283,1,1,1,1,0,44.11360168457031,0,7.35163688659668,52,52,0,0,0,0,11,1,0,18,130.47840098352972,0
80,283,1,1,1,1,0,44.11360168457031,1,3.4534075260162354,53,53,0,0,0,0,11,1,0,18,130.47840098352972,0
80,287,1,1,1,1,0,49.304481506347656,0,22.203418731689453,86,41,0,2,1,1,2,1,0,1,130.47840098352972,0
80,287,1,1,1,1,0,49.304481506347656,1,4.151057243347168,87,41,0,2,1,1,2,1,0,1,130.47840098352972,0
80,290,1,1,1,1,1,42.34930419921875,1,4.297907829284668,38,36,0,0,0,0,5,1,0,18,130.47840098352972,0
80,290,1,1,1,1,1,42.34930419921875,0,18.260635375976563,37,35,0,0,0,0,5,1,0,18,130.47840098352972,0
44,294,1,1,1,1,1,52.70479202270508,1,4.376176834106445,37,35,6,3,0,0,10,1,1,2,147.65872974910934,0
44,294,1,1,1,1,1,52.70479202270508,0,6.2521538734436035,36,34,6,3,0,0,10,1,1,2,147.65872974910934,0
61,297,1,1,1,1,1,55.42890167236328,0,11.477837562561035,43,39,0,0,0,0,7,1,0,0,107.67786668387248,0
61,297,1,1,1,1,1,55.42890167236328,1,9.918238639831543,44,40,0,0,0,0,7,1,0,0,107.67786668387248,0
61,299,1,1,1,1,1,50.11592102050781,1,0,41,39,0,0,0,1,7,1,0,1,107.67786668387248,1
61,299,1,1,1,1,1,50.11592102050781,0,8.77418327331543,40,38,0,0,0,1,7,1,0,1,107.67786668387248,0
61,301,1,1,1,1,1,54.1731071472168,0,13.394832611083984,33,25,0,0,0,1,4,1,0,0,107.67786668387248,0
61,301,1,1,1,1,1,54.1731071472168,1,7.581599235534668,34,26,0,0,0,1,4,1,0,0,107.67786668387248,0
61,304,1,1,1,1,1,53.47758865356445,0,14.303369522094727,46,41,0,0,0,1,6,0,0,3,107.67786668387248,1
61,304,1,1,1,1,1,53.47758865356445,1,14.39095401763916,47,42,0,0,0,1,6,0,0,3,107.67786668387248,0
61,306,1,1,1,1,1,52.83384704589844,0,9.672446250915527,56,41,0,2,1,1,8,1,0,1,107.67786668387248,0
61,306,1,1,1,1,1,52.83384704589844,1,0,56,41,0,2,1,1,8,1,0,1,107.67786668387248,0
61,307,1,1,1,1,1,52.37017059326172,1,2.8533527851104736,59,56,0,0,0,1,8,1,0,2,107.67786668387248,0
61,307,1,1,1,1,1,52.37017059326172,0,8.178580284118652,58,56,0,0,0,1,8,1,0,2,107.67786668387248,0
61,313,1,1,1,1,1,56.002315521240234,1,6.391329765319824,38,35,0,0,0,1,5,1,1,3,107.67786668387248,0
61,313,1,1,1,1,1,56.002315521240234,0,13.146231651306152,37,34,0,0,0,1,5,1,1,3,107.67786668387248,0
61,315,1,1,1,1,1,42.58114242553711,0,10.835625648498535,31,37,5,0,0,1,6,1,0,0,107.67786668387248,1
61,315,1,1,1,1,1,42.58114242553711,1,6.22560977935791,33,38,5,0,0,1,6,1,0,0,107.67786668387248,0
98,317,1,1,1,1,1,48.0680046081543,0,10.026313781738281,31,24,6,6,0,1,6,1,0,0,112.76700708294369,0
98,317,1,1,1,1,1,48.0680046081543,1,2.4871304035186768,32,24,6,6,0,1,6,1,0,0,112.76700708294369,0
98,318,1,1,1,1,1,52.39567184448242,1,0,28,26,6,6,0,1,5,0,0,0,112.76700708294369,0
98,318,1,1,1,1,1,52.39567184448242,0,14.286383628845215,27,24,6,6,0,1,5,0,0,0,112.76700708294369,0
98,319,1,1,1,1,1,50.07727813720703,1,3.975013017654419,41,27,0,0,0,0,6,1,0,0,112.76700708294369,0
98,319,1,1,1,1,1,50.07727813720703,0,12.642998695373535,40,27,0,0,0,0,6,1,0,0,112.76700708294369,0
98,321,1,1,1,1,1,53.45440673828125,0,12.776927947998047,32,33,6,0,0,1,5,1,0,0,112.76700708294369,0
98,321,1,1,1,1,1,53.45440673828125,1,1.1384642124176025,33,34,6,0,0,1,5,1,0,0,112.76700708294369,0
98,328,1,1,1,1,1,54.636783599853516,1,12.172917366027832,28,25,6,4,0,0,4,1,0,0,112.76700708294369,0
98,328,1,1,1,1,1,54.636783599853516,0,16.38043785095215,27,24,6,4,0,0,4,1,0,0,112.76700708294369,0
98,332,1,1,1,1,1,53.323028564453125,1,9.445021629333496,29,25,6,6,0,1,4,1,0,0,112.76700708294369,0
98,332,1,1,1,1,1,53.323028564453125,0,13.844815254211426,28,24,6,6,0,1,4,1,0,0,112.76700708294369,0
98,337,1,1,1,1,1,57.07109832763672,1,4.061479568481445,73,73,0,0,0,1,5,0,0,1,112.76700708294369,1
98,337,1,1,1,1,1,57.07109832763672,0,16.521759033203125,72,72,0,0,0,1,5,0,0,1,112.76700708294369,0
98,342,1,1,1,1,1,57.07109832763672,0,17.666860580444336,25,18,6,0,0,0,3,1,0,0,112.76700708294369,1
98,342,1,1,1,1,1,57.07109832763672,1,14.547453880310059,26,19,6,0,0,0,3,1,0,0,112.76700708294369,0
98,345,1,1,1,1,1,55.1004638671875,1,11.14710521697998,26,22,6,4,0,0,3,1,0,0,112.76700708294369,0
